Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Product_Category,Sub_Category,Sales,Profit,Quantity
ORD10367,2022-12-26,CUST1107,Nikhil Bansal,Central,Madhya Pradesh,Electronics,TVs,50000,3872.11,4
ORD10688,2022-12-26,CUST1212,Aryan Tripathi,West,Gujarat,Electronics,Phones,47362.63,4873.93,2
ORD12168,2022-12-26,CUST1011,Lata Jadhav,East,Bihar,Electronics,Cameras,18948.95,2608.47,1
ORD12294,2022-12-26,CUST1090,Sanjay Chatterjee,East,Assam,Office Supplies,Binders,935.49,223.48,1
ORD11914,2022-12-27,CUST1200,Ramesh Dey,East,Assam,Office Supplies,Labels,947.12,181.1,6
ORD12051,2022-12-27,CUST1109,Aditya Sethi,East,Bihar,Electronics,Tablets,42032.82,5012.7,6
ORD10705,2022-12-28,CUST1200,Ramesh Dey,East,Assam,Furniture,Bookcases,10113.86,214.44,6
ORD11489,2022-12-28,CUST1103,Rahul Kapoor,West,Maharashtra,Electronics,Tablets,15676.72,1546.47,4
ORD10137,2022-12-29,CUST1036,Meera Goel,East,Assam,Furniture,Storage,4834.38,-380.03,2
ORD10491,2022-12-29,CUST1073,Nikhil Roy,North,Haryana,Office Supplies,Labels,546.44,125.75,3
ORD12374,2022-12-29,CUST1058,Riya Sen,North,Uttarakhand,Furniture,Sofas,18423.98,1066.0,2
ORD12563,2022-12-29,CUST1086,Shiv George,East,West Bengal,Furniture,Sofas,11197.09,849.32,2
ORD12541,2022-12-30,CUST1243,Madhuri Choudhary,West,Goa,Electronics,Accessories,905.73,-117.98,5
ORD10767,2022-12-31,CUST1190,Vikram Desai,East,Jharkhand,Furniture,Chairs,10830.67,-1089.83,4
ORD10797,2022-12-31,CUST1046,Vandana Singh,South,Andhra Pradesh,Office Supplies,Fasteners,531.72,66.09,1
ORD10920,2022-12-31,CUST1154,Sunita Bhosale,East,Assam,Office Supplies,Art Supplies,2558.47,-460.53,2
ORD10999,2022-12-31,CUST1219,Mohan Srivastava,Central,Chhattisgarh,Electronics,Cameras,29497.89,4252.75,1
ORD11446,2022-12-31,CUST1075,Karan Sethi,South,Tamil Nadu,Electronics,Laptops,27996.11,3835.4,5
ORD11837,2022-12-31,CUST1120,Krishna Pillai,East,West Bengal,Furniture,Sofas,17753.23,-1690.75,5
ORD10613,2023-01-01,CUST1161,Kiran Pillai,Central,Chhattisgarh,Electronics,Tablets,27220.42,3674.15,2
ORD10661,2023-01-01,CUST1183,Vandana Menon,South,Tamil Nadu,Electronics,Laptops,28917.65,2625.2,2
ORD11937,2023-01-01,CUST1162,Nisha Philip,West,Gujarat,Furniture,Bookcases,10398.25,858.32,4
ORD10135,2023-01-02,CUST1223,Sita Arora,West,Maharashtra,Electronics,Phones,21160.66,2449.0,3
ORD10321,2023-01-02,CUST1060,Kiran Desai,East,Assam,Electronics,TVs,26708.08,3357.75,2
ORD12412,2023-01-03,CUST1080,Ramesh Nair,East,West Bengal,Electronics,Cameras,13547.57,1919.75,8
ORD10146,2023-01-04,CUST1245,Sneha More,West,Gujarat,Electronics,Phones,40609.03,3361.36,1
ORD11206,2023-01-04,CUST1190,Vikram Desai,East,Jharkhand,Furniture,Chairs,17974.9,1278.67,2
ORD12003,2023-01-04,CUST1149,Sunita Sethi,West,Goa,Office Supplies,Labels,662.19,150.07,3
ORD11939,2023-01-05,CUST1091,Pranav Choudhary,South,Tamil Nadu,Furniture,Tables,13619.01,1785.97,2
ORD10293,2023-01-07,CUST1062,Om Chatterjee,Central,Madhya Pradesh,Electronics,TVs,22258.35,1950.25,1
ORD11533,2023-01-07,CUST1012,Rakesh Bansal,South,Kerala,Furniture,Chairs,4489.39,357.25,4
ORD11141,2023-01-08,CUST1223,Sita Arora,West,Maharashtra,Furniture,Chairs,7379.99,148.27,1
ORD11173,2023-01-09,CUST1082,Tanvi Bhatia,Central,Madhya Pradesh,Electronics,TVs,22649.04,2447.22,5
ORD12417,2023-01-09,CUST1039,Seema Mittal,West,Goa,Electronics,Accessories,3427.95,412.33,10
ORD10241,2023-01-10,CUST1015,Sanjay Malhotra,West,Gujarat,Electronics,Tablets,23230.2,2307.09,4
ORD10795,2023-01-10,CUST1209,Rajesh Bansal,North,Uttar Pradesh,Office Supplies,Pens & Pencils,1161.83,376.03,2
ORD11909,2023-01-10,CUST1027,Suresh Malhotra,North,Himachal Pradesh,Furniture,Chairs,9026.04,292.62,3
ORD10764,2023-01-11,CUST1040,Aditya Mishra,Central,Chhattisgarh,Furniture,Tables,21920.48,1482.67,2
ORD10904,2023-01-11,CUST1052,Puja Pandey,West,Maharashtra,Electronics,Cameras,23862.28,1934.31,2
ORD11253,2023-01-11,CUST1061,Sneha Mehta,East,Jharkhand,Electronics,Phones,23200.68,2355.33,2
ORD10418,2023-01-14,CUST1167,Pankaj Sen,South,Karnataka,Electronics,Tablets,23730.63,1959.41,1
ORD10062,2023-01-15,CUST1015,Sanjay Malhotra,West,Gujarat,Electronics,Cameras,31011.24,4048.92,2
ORD10245,2023-01-15,CUST1224,Preeti More,West,Gujarat,Office Supplies,Art Supplies,3260.48,753.81,2
ORD10189,2023-01-16,CUST1218,Gaurav Mishra,South,Andhra Pradesh,Furniture,Tables,21163.98,2262.88,1
ORD11793,2023-01-16,CUST1109,Aditya Sethi,East,Bihar,Office Supplies,Envelopes,770.24,177.44,4
ORD10323,2023-01-17,CUST1232,Rohan Pandey,East,Bihar,Furniture,Storage,2879.37,158.55,1
ORD10478,2023-01-17,CUST1244,Lata Saxena,West,Gujarat,Electronics,Laptops,32360.22,4114.68,2
ORD10937,2023-01-18,CUST1108,Ananya Agarwal,West,Goa,Electronics,TVs,50000,6214.04,2
ORD11757,2023-01-18,CUST1026,Sarla More,West,Maharashtra,Furniture,Storage,4638.31,583.57,7
ORD12410,2023-01-18,CUST1015,Sanjay Malhotra,West,Gujarat,Electronics,TVs,27682.25,-5310.28,4
ORD10154,2023-01-19,CUST1114,Preeti Gupta,Central,Jharkhand,Office Supplies,Labels,663.02,249.95,2
ORD11530,2023-01-19,CUST1027,Suresh Malhotra,North,Himachal Pradesh,Office Supplies,Binders,1437.42,422.36,2
ORD10109,2023-01-21,CUST1014,Ishaan Rao,Central,Chhattisgarh,Office Supplies,Fasteners,648.93,72.45,1
ORD12062,2023-01-22,CUST1001,Varun Iyer,East,Assam,Furniture,Storage,7645.39,736.52,8
ORD12578,2023-01-22,CUST1220,Arjun George,Central,Chhattisgarh,Electronics,Cameras,24111.5,3106.75,4
ORD10091,2023-01-23,CUST1036,Meera Goel,East,Assam,Office Supplies,Art Supplies,1228.84,-228.94,1
ORD10782,2023-01-23,CUST1160,Durga Gupta,North,Delhi,Office Supplies,Paper,1168.51,112.45,1
ORD11983,2023-01-23,CUST1021,Vijay Gupta,West,Gujarat,Office Supplies,Envelopes,723.57,214.6,1
ORD12151,2023-01-23,CUST1136,Aarav Thomas,West,Gujarat,Electronics,Phones,34353.51,3966.18,2
ORD12230,2023-01-23,CUST1107,Nikhil Bansal,Central,Madhya Pradesh,Furniture,Sofas,37054.9,3119.32,5
ORD12575,2023-01-23,CUST1146,Puja Naidu,East,Jharkhand,Electronics,Tablets,30586.7,2212.79,1
ORD11524,2023-01-24,CUST1031,Reyansh Dey,Central,Chhattisgarh,Electronics,Phones,27107.55,2706.19,5
ORD11974,2023-01-24,CUST1077,Madhuri Shukla,South,Telangana,Electronics,TVs,20756.12,2092.43,2
ORD11267,2023-01-25,CUST1011,Lata Jadhav,East,Bihar,Furniture,Chairs,4197.8,458.42,2
ORD11154,2023-01-26,CUST1177,Nikhil Arora,North,Uttar Pradesh,Office Supplies,Binders,696.81,74.97,1
ORD11514,2023-01-26,CUST1186,Kavya Sharma,South,Andhra Pradesh,Furniture,Sofas,21971.35,2115.64,1
ORD12496,2023-01-26,CUST1237,Rahul Mane,East,West Bengal,Office Supplies,Paper,1017.95,176.7,1
ORD10571,2023-01-27,CUST1012,Rakesh Bansal,South,Kerala,Office Supplies,Binders,2058.33,397.51,5
ORD11683,2023-01-27,CUST1065,Tanvi Rao,Central,Madhya Pradesh,Office Supplies,Binders,1750.0,415.74,8
ORD10044,2023-01-28,CUST1186,Kavya Sharma,South,Andhra Pradesh,Electronics,Cameras,38735.3,3140.28,3
ORD11622,2023-01-29,CUST1052,Puja Pandey,West,Maharashtra,Office Supplies,Art Supplies,1490.93,348.39,3
ORD12346,2023-01-29,CUST1193,Krishna Pawar,East,Odisha,Furniture,Chairs,12083.99,-1180.11,1
ORD10033,2023-01-30,CUST1146,Puja Naidu,East,Jharkhand,Office Supplies,Paper,1416.79,307.16,3
ORD10175,2023-01-30,CUST1170,Lata Khanna,East,Bihar,Furniture,Tables,14022.32,626.41,7
ORD10208,2023-01-30,CUST1150,Pooja Jain,North,Delhi,Office Supplies,Labels,745.11,172.7,2
ORD11947,2023-01-30,CUST1226,Rohit Sharma,West,Maharashtra,Electronics,Accessories,1373.57,-156.17,1
ORD12448,2023-01-31,CUST1183,Vandana Menon,South,Tamil Nadu,Electronics,Phones,21577.58,-643.52,3
ORD11591,2023-02-02,CUST1224,Preeti More,West,Gujarat,Electronics,Tablets,26257.89,3786.7,3
ORD12292,2023-02-02,CUST1180,Ayaan Agarwal,West,Maharashtra,Office Supplies,Pens & Pencils,1365.94,310.15,4
ORD11576,2023-02-05,CUST1186,Kavya Sharma,South,Andhra Pradesh,Office Supplies,Envelopes,1058.74,-127.04,1
ORD11022,2023-02-06,CUST1174,Kamla Bhosale,North,Haryana,Furniture,Sofas,24261.38,-1718.08,2
ORD11441,2023-02-06,CUST1190,Vikram Desai,East,Jharkhand,Electronics,TVs,28831.65,2547.3,5
ORD11944,2023-02-06,CUST1249,Gaurav Naidu,South,Karnataka,Electronics,TVs,22223.96,1689.59,2
ORD10218,2023-02-07,CUST1146,Puja Naidu,East,Jharkhand,Furniture,Sofas,33836.23,3420.19,1
ORD10695,2023-02-07,CUST1186,Kavya Sharma,South,Andhra Pradesh,Electronics,Phones,33913.46,5075.02,3
ORD12216,2023-02-08,CUST1065,Tanvi Rao,Central,Madhya Pradesh,Office Supplies,Pens & Pencils,1051.84,281.11,1
ORD11773,2023-02-09,CUST1004,Preeti Rao,North,Himachal Pradesh,Electronics,Phones,22811.99,3553.87,3
ORD12388,2023-02-09,CUST1220,Arjun George,Central,Chhattisgarh,Electronics,Laptops,26162.63,1582.49,3
ORD12502,2023-02-09,CUST1212,Aryan Tripathi,West,Gujarat,Electronics,Cameras,30072.56,-3073.06,10
ORD10130,2023-02-11,CUST1027,Suresh Malhotra,North,Himachal Pradesh,Furniture,Chairs,6932.42,677.74,5
ORD11899,2023-02-11,CUST1105,Durga Dubey,East,Bihar,Furniture,Chairs,20146.82,1239.53,1
ORD10317,2023-02-14,CUST1048,Ravi Reddy,North,Delhi,Electronics,Laptops,30330.44,3918.06,2
ORD10556,2023-02-14,CUST1219,Mohan Srivastava,Central,Chhattisgarh,Furniture,Bookcases,11500.4,1238.5,6
ORD10948,2023-02-16,CUST1160,Durga Gupta,North,Delhi,Electronics,Laptops,29443.79,1833.14,2
ORD10412,2023-02-17,CUST1005,Ayaan Das,South,Tamil Nadu,Furniture,Bookcases,11601.62,1094.17,2
ORD10794,2023-02-18,CUST1167,Pankaj Sen,South,Karnataka,Furniture,Chairs,13067.84,1600.8,2
ORD11444,2023-02-18,CUST1132,Rohit Yadav,Central,Madhya Pradesh,Electronics,Tablets,22402.95,3320.71,2
ORD11824,2023-02-18,CUST1226,Rohit Sharma,West,Maharashtra,Furniture,Bookcases,7164.76,350.26,7
ORD11373,2023-02-19,CUST1040,Aditya Mishra,Central,Chhattisgarh,Office Supplies,Binders,1690.35,538.42,1
ORD12599,2023-02-19,CUST1071,Shiv Simon,West,Goa,Furniture,Sofas,8360.88,798.35,3
ORD12284,2023-02-21,CUST1163,Kavya Shukla,North,Uttar Pradesh,Office Supplies,Envelopes,500,68.36,2
ORD10742,2023-02-24,CUST1102,Sita Bansal,East,West Bengal,Electronics,Accessories,616.19,-53.0,2
ORD11738,2023-02-24,CUST1200,Ramesh Dey,East,Assam,Furniture,Chairs,10097.62,1331.57,2
ORD12090,2023-02-24,CUST1107,Nikhil Bansal,Central,Madhya Pradesh,Electronics,TVs,29686.16,2918.23,8
ORD10255,2023-02-25,CUST1226,Rohit Sharma,West,Maharashtra,Electronics,TVs,23480.36,2241.87,4
ORD10312,2023-02-26,CUST1168,Pranav Tiwari,West,Gujarat,Furniture,Storage,5908.61,419.6,2
ORD10355,2023-02-26,CUST1199,Seema Sethi,North,Rajasthan,Office Supplies,Binders,557.83,-16.4,4
ORD10738,2023-02-26,CUST1083,Manoj Pillai,South,Andhra Pradesh,Office Supplies,Pens & Pencils,1007.35,369.53,1
ORD10414,2023-02-27,CUST1033,Vikram Shah,North,Haryana,Electronics,Tablets,14632.98,1589.71,2
ORD11585,2023-02-27,CUST1195,Lakshmi Sharma,Central,Jharkhand,Electronics,Tablets,18267.03,2881.75,2
ORD10005,2023-02-28,CUST1169,Divya Sharma,South,Kerala,Electronics,Tablets,29410.81,4265.47,6
ORD12116,2023-02-28,CUST1024,Yash Reddy,North,Haryana,Office Supplies,Binders,2167.32,407.62,2
ORD12586,2023-02-28,CUST1129,Neha Pandey,East,West Bengal,Furniture,Chairs,8728.82,1077.68,1
ORD11213,2023-03-01,CUST1139,Pooja Pandey,South,Andhra Pradesh,Office Supplies,Paper,1059.57,93.84,1
ORD12362,2023-03-01,CUST1024,Yash Reddy,North,Haryana,Electronics,Accessories,3767.12,952.71,2
ORD10232,2023-03-02,CUST1185,Archana Jagtap,East,Odisha,Office Supplies,Paper,1138.61,162.87,1
ORD11682,2023-03-02,CUST1132,Rohit Yadav,Central,Madhya Pradesh,Electronics,TVs,29221.92,3198.87,2
ORD12004,2023-03-02,CUST1020,Naveen Roy,East,Jharkhand,Electronics,Accessories,2095.14,289.28,3
ORD10183,2023-03-05,CUST1082,Tanvi Bhatia,Central,Madhya Pradesh,Office Supplies,Art Supplies,1265.09,245.86,3
ORD10908,2023-03-06,CUST1039,Seema Mittal,West,Goa,Electronics,Tablets,22969.02,2709.17,2
ORD11680,2023-03-06,CUST1007,Swati Arora,Central,Jharkhand,Furniture,Storage,4239.01,208.59,5
ORD10114,2023-03-07,CUST1202,Gaurav Kumar,West,Goa,Furniture,Tables,11145.6,-1883.57,2
ORD10177,2023-03-07,CUST1191,Rani Bansal,West,Maharashtra,Electronics,Cameras,21243.6,2078.17,4
ORD10727,2023-03-07,CUST1184,Rajesh Philip,West,Maharashtra,Electronics,Cameras,22708.16,2073.34,5
ORD12476,2023-03-08,CUST1201,Nikhil Das,North,Uttar Pradesh,Furniture,Bookcases,7999.68,856.63,1
ORD11113,2023-03-09,CUST1086,Shiv George,East,West Bengal,Furniture,Chairs,8807.39,812.29,1
ORD11192,2023-03-09,CUST1190,Vikram Desai,East,Jharkhand,Electronics,Phones,36726.54,-5731.06,2
ORD10257,2023-03-10,CUST1185,Archana Jagtap,East,Odisha,Office Supplies,Art Supplies,1904.21,190.44,2
ORD10549,2023-03-10,CUST1231,Rahul Mathew,North,Delhi,Furniture,Sofas,16801.49,841.59,2
ORD12494,2023-03-11,CUST1044,Anil Shukla,Central,Madhya Pradesh,Electronics,Laptops,25867.38,-2360.65,1
ORD11558,2023-03-12,CUST1205,Jyoti Roy,North,Uttar Pradesh,Electronics,Phones,31053.88,2912.07,9
ORD10287,2023-03-14,CUST1100,Sneha Verma,South,Andhra Pradesh,Office Supplies,Binders,648.81,198.42,1
ORD10494,2023-03-14,CUST1109,Aditya Sethi,East,Bihar,Office Supplies,Binders,2384.42,337.61,2
ORD10562,2023-03-14,CUST1111,Archana George,North,Punjab,Electronics,Laptops,27415.62,-3488.24,1
ORD10622,2023-03-14,CUST1115,Ashok Tripathi,South,Karnataka,Electronics,Tablets,41758.76,6120.47,1
ORD11433,2023-03-14,CUST1062,Om Chatterjee,Central,Madhya Pradesh,Furniture,Chairs,7580.89,846.13,2
ORD11813,2023-03-14,CUST1111,Archana George,North,Punjab,Furniture,Bookcases,8163.8,559.58,2
ORD10462,2023-03-15,CUST1203,Rahul Mukherjee,South,Karnataka,Office Supplies,Art Supplies,1343.68,199.95,4
ORD11102,2023-03-15,CUST1129,Neha Pandey,East,West Bengal,Electronics,Phones,9501.9,948.24,1
ORD12076,2023-03-15,CUST1245,Sneha More,West,Gujarat,Electronics,Tablets,33229.74,4867.15,1
ORD12332,2023-03-16,CUST1245,Sneha More,West,Gujarat,Furniture,Chairs,12147.6,1727.18,7
ORD10592,2023-03-17,CUST1153,Ananya Saxena,East,Assam,Office Supplies,Art Supplies,2916.85,-91.01,2
ORD10263,2023-03-18,CUST1135,Manoj George,West,Gujarat,Furniture,Bookcases,16302.78,2446.66,1
ORD10710,2023-03-18,CUST1005,Ayaan Das,South,Tamil Nadu,Furniture,Sofas,33868.67,-3047.96,1
ORD10395,2023-03-19,CUST1141,Kamla Khanna,South,Andhra Pradesh,Office Supplies,Fasteners,745.93,197.51,1
ORD12016,2023-03-19,CUST1046,Vandana Singh,South,Andhra Pradesh,Furniture,Tables,8886.07,1093.93,4
ORD12110,2023-03-19,CUST1155,Aditya Banerjee,West,Gujarat,Furniture,Sofas,9822.88,1137.02,2
ORD12514,2023-03-19,CUST1028,Rohan Srivastava,East,Odisha,Furniture,Storage,6204.47,235.14,1
ORD12598,2023-03-19,CUST1105,Durga Dubey,East,Bihar,Furniture,Tables,18649.8,1126.29,8
ORD11677,2023-03-20,CUST1073,Nikhil Roy,North,Haryana,Office Supplies,Art Supplies,1873.25,-327.18,10
ORD10168,2023-03-21,CUST1224,Preeti More,West,Gujarat,Electronics,Tablets,32750.32,-3524.07,1
ORD10703,2023-03-21,CUST1005,Ayaan Das,South,Tamil Nadu,Office Supplies,Pens & Pencils,1634.95,442.43,1
ORD10140,2023-03-22,CUST1135,Manoj George,West,Gujarat,Electronics,Accessories,4155.6,536.49,7
ORD11138,2023-03-22,CUST1078,Rahul Shukla,North,Himachal Pradesh,Electronics,Laptops,29374.61,2499.26,2
ORD11690,2023-03-22,CUST1159,Rekha Mane,West,Goa,Furniture,Storage,7574.21,-582.56,3
ORD10040,2023-03-24,CUST1012,Rakesh Bansal,South,Kerala,Electronics,Accessories,2936.49,740.29,1
ORD11685,2023-03-24,CUST1220,Arjun George,Central,Chhattisgarh,Furniture,Bookcases,11974.86,1106.85,1
ORD12459,2023-03-24,CUST1081,Lata Bose,South,Telangana,Office Supplies,Fasteners,696.54,112.54,4
ORD10209,2023-03-25,CUST1101,Ayaan Reddy,West,Goa,Office Supplies,Envelopes,500,106.6,3
ORD10473,2023-03-25,CUST1199,Seema Sethi,North,Rajasthan,Electronics,Cameras,23744.72,-3447.57,5
ORD11329,2023-03-25,CUST1100,Sneha Verma,South,Andhra Pradesh,Electronics,Cameras,22272.86,1967.51,1
ORD10227,2023-03-27,CUST1167,Pankaj Sen,South,Karnataka,Furniture,Chairs,17289.11,1729.72,2
ORD10564,2023-03-27,CUST1007,Swati Arora,Central,Jharkhand,Electronics,Tablets,17052.15,-3393.01,1
ORD11701,2023-03-28,CUST1076,Vishal Jadhav,North,Punjab,Office Supplies,Labels,623.83,187.67,3
ORD11713,2023-03-28,CUST1245,Sneha More,West,Gujarat,Furniture,Tables,25769.25,-4562.01,2
ORD12570,2023-03-28,CUST1168,Pranav Tiwari,West,Gujarat,Furniture,Storage,4354.19,597.07,1
ORD11688,2023-03-29,CUST1065,Tanvi Rao,Central,Madhya Pradesh,Electronics,TVs,20191.16,2253.91,4
ORD11856,2023-03-29,CUST1100,Sneha Verma,South,Andhra Pradesh,Electronics,Accessories,1836.33,379.33,1
ORD11904,2023-03-29,CUST1201,Nikhil Das,North,Uttar Pradesh,Office Supplies,Fasteners,768.12,173.12,1
ORD10435,2023-03-30,CUST1135,Manoj George,West,Gujarat,Electronics,Laptops,39960.74,-8251.87,2
ORD11626,2023-03-30,CUST1105,Durga Dubey,East,Bihar,Office Supplies,Labels,1344.29,169.52,6
ORD10329,2023-04-01,CUST1011,Lata Jadhav,East,Bihar,Furniture,Bookcases,8065.38,651.63,2
ORD11122,2023-04-01,CUST1194,Ruchi Patel,East,Odisha,Office Supplies,Labels,606.92,109.78,9
ORD10088,2023-04-02,CUST1224,Preeti More,West,Gujarat,Furniture,Bookcases,11995.14,1694.21,5
ORD12327,2023-04-03,CUST1167,Pankaj Sen,South,Karnataka,Electronics,TVs,36173.45,3359.42,2
ORD11953,2023-04-04,CUST1012,Rakesh Bansal,South,Kerala,Office Supplies,Fasteners,573.15,122.06,2
ORD11323,2023-04-05,CUST1030,Sneha Joseph,Central,Jharkhand,Office Supplies,Labels,692.21,255.46,4
ORD11978,2023-04-05,CUST1001,Varun Iyer,East,Assam,Office Supplies,Pens & Pencils,1801.73,335.34,1
ORD12275,2023-04-05,CUST1072,Rakesh Mathew,East,Assam,Office Supplies,Labels,596.39,211.98,4
ORD10856,2023-04-06,CUST1082,Tanvi Bhatia,Central,Madhya Pradesh,Furniture,Storage,7284.71,151.73,4
ORD11509,2023-04-06,CUST1179,Rajesh Shukla,West,Gujarat,Furniture,Sofas,12767.52,860.9,1
ORD12298,2023-04-06,CUST1192,Madhuri Shah,South,Andhra Pradesh,Electronics,Accessories,1157.89,257.13,5
ORD12079,2023-04-07,CUST1107,Nikhil Bansal,Central,Madhya Pradesh,Electronics,Laptops,40672.23,-1066.55,1
ORD12396,2023-04-07,CUST1097,Harsh Das,Central,Chhattisgarh,Office Supplies,Pens & Pencils,609.34,-58.49,5
ORD11546,2023-04-09,CUST1143,Pushpa Joseph,East,Bihar,Office Supplies,Art Supplies,1679.26,440.22,2
ORD11572,2023-04-09,CUST1066,Om Philip,Central,Chhattisgarh,Electronics,Tablets,18527.98,1300.56,1
ORD11725,2023-04-09,CUST1223,Sita Arora,West,Maharashtra,Office Supplies,Pens & Pencils,1189.21,-21.29,2
ORD12336,2023-04-09,CUST1245,Sneha More,West,Gujarat,Office Supplies,Fasteners,861.25,252.72,3
ORD12595,2023-04-10,CUST1083,Manoj Pillai,South,Andhra Pradesh,Electronics,Cameras,25167.4,2664.62,6
ORD10955,2023-04-11,CUST1224,Preeti More,West,Gujarat,Electronics,TVs,45549.25,-7650.17,2
ORD11621,2023-04-11,CUST1116,Pankaj Jadhav,South,Telangana,Office Supplies,Labels,518.44,107.15,8
ORD10684,2023-04-12,CUST1144,Kamla Singh,West,Goa,Furniture,Sofas,9051.34,357.44,1
ORD10288,2023-04-13,CUST1158,Dev Philip,North,Delhi,Electronics,Accessories,2636.52,612.05,2
ORD10584,2023-04-13,CUST1115,Ashok Tripathi,South,Karnataka,Electronics,Cameras,33382.53,2429.41,1
ORD10790,2023-04-13,CUST1186,Kavya Sharma,South,Andhra Pradesh,Furniture,Tables,22515.57,574.52,4
ORD12489,2023-04-13,CUST1009,Krishna Mehta,Central,Madhya Pradesh,Electronics,Tablets,15901.25,-2957.27,3
ORD10514,2023-04-14,CUST1185,Archana Jagtap,East,Odisha,Electronics,TVs,16359.99,-3472.71,4
ORD11351,2023-04-14,CUST1055,Vihaan Malhotra,Central,Chhattisgarh,Electronics,TVs,15996.06,-2185.94,7
ORD11790,2023-04-15,CUST1140,Krishna Das,West,Goa,Furniture,Chairs,11200.75,1473.81,6
ORD12056,2023-04-15,CUST1212,Aryan Tripathi,West,Gujarat,Electronics,Laptops,35013.73,3141.63,1
ORD12251,2023-04-15,CUST1248,Shiv Reddy,South,Kerala,Electronics,Laptops,25567.34,2888.18,2
ORD10214,2023-04-17,CUST1190,Vikram Desai,East,Jharkhand,Office Supplies,Fasteners,792.67,-173.01,2
ORD11460,2023-04-17,CUST1000,Sunil Malhotra,West,Goa,Furniture,Tables,15739.5,1658.69,6
ORD11145,2023-04-18,CUST1005,Ayaan Das,South,Tamil Nadu,Electronics,Laptops,41181.5,4760.04,3
ORD12075,2023-04-18,CUST1245,Sneha More,West,Gujarat,Electronics,Accessories,2864.77,458.91,2
ORD11776,2023-04-19,CUST1209,Rajesh Bansal,North,Uttar Pradesh,Electronics,Laptops,35137.76,-3849.73,1
ORD11987,2023-04-19,CUST1153,Ananya Saxena,East,Assam,Office Supplies,Art Supplies,2449.7,489.06,3
ORD12125,2023-04-19,CUST1105,Durga Dubey,East,Bihar,Office Supplies,Paper,2217.26,481.31,1
ORD10036,2023-04-20,CUST1137,Anjali Chatterjee,East,Jharkhand,Furniture,Sofas,18857.04,2011.44,1
ORD11193,2023-04-20,CUST1140,Krishna Das,West,Goa,Electronics,Accessories,4547.85,664.04,2
ORD11210,2023-04-20,CUST1136,Aarav Thomas,West,Gujarat,Furniture,Tables,13311.14,-2353.3,1
ORD12590,2023-04-20,CUST1015,Sanjay Malhotra,West,Gujarat,Office Supplies,Art Supplies,2048.53,-75.51,1
ORD11710,2023-04-21,CUST1061,Sneha Mehta,East,Jharkhand,Office Supplies,Labels,763.74,144.5,1
ORD10101,2023-04-22,CUST1162,Nisha Philip,West,Gujarat,Furniture,Tables,8758.27,1130.05,2
ORD11457,2023-04-22,CUST1153,Ananya Saxena,East,Assam,Electronics,Cameras,33320.92,2529.68,1
ORD12063,2023-04-22,CUST1169,Divya Sharma,South,Kerala,Electronics,Accessories,2953.61,614.04,2
ORD10143,2023-04-23,CUST1165,Sai Sharma,North,Uttar Pradesh,Electronics,Laptops,27850.28,2308.17,5
ORD11560,2023-04-23,CUST1132,Rohit Yadav,Central,Madhya Pradesh,Electronics,TVs,28683.5,1568.66,4
ORD11733,2023-04-23,CUST1007,Swati Arora,Central,Jharkhand,Office Supplies,Labels,817.99,300.14,3
ORD12160,2023-04-23,CUST1080,Ramesh Nair,East,West Bengal,Furniture,Tables,13853.44,1032.8,1
ORD12339,2023-04-23,CUST1083,Manoj Pillai,South,Andhra Pradesh,Office Supplies,Fasteners,663.21,76.2,7
ORD11101,2023-04-24,CUST1161,Kiran Pillai,Central,Chhattisgarh,Electronics,Laptops,28213.71,2407.46,1
ORD10216,2023-04-25,CUST1083,Manoj Pillai,South,Andhra Pradesh,Furniture,Sofas,21480.21,894.26,2
ORD12115,2023-04-25,CUST1146,Puja Naidu,East,Jharkhand,Furniture,Chairs,14353.98,1480.49,2
ORD10286,2023-04-27,CUST1128,Sita Paul,West,Gujarat,Furniture,Sofas,18960.23,1986.17,1
ORD12085,2023-04-27,CUST1060,Kiran Desai,East,Assam,Electronics,TVs,21504.69,-1567.2,6
ORD10580,2023-04-28,CUST1115,Ashok Tripathi,South,Karnataka,Office Supplies,Labels,1095.6,389.62,1
ORD12588,2023-04-28,CUST1043,Ajay Shukla,Central,Jharkhand,Office Supplies,Paper,521.87,89.75,2
ORD10965,2023-04-29,CUST1153,Ananya Saxena,East,Assam,Office Supplies,Labels,961.83,163.47,1
ORD10862,2023-04-30,CUST1064,Shruti Sharma,North,Uttar Pradesh,Electronics,Tablets,13872.39,1407.95,9
ORD12147,2023-04-30,CUST1220,Arjun George,Central,Chhattisgarh,Office Supplies,Fasteners,598.07,112.54,2
ORD12582,2023-04-30,CUST1005,Ayaan Das,South,Tamil Nadu,Furniture,Sofas,23612.32,1715.64,1
ORD10226,2023-05-01,CUST1169,Divya Sharma,South,Kerala,Office Supplies,Fasteners,563.82,78.75,10
ORD10324,2023-05-01,CUST1199,Seema Sethi,North,Rajasthan,Electronics,TVs,18015.4,1782.07,2
ORD10811,2023-05-03,CUST1220,Arjun George,Central,Chhattisgarh,Furniture,Bookcases,11333.82,539.14,6
ORD12255,2023-05-03,CUST1107,Nikhil Bansal,Central,Madhya Pradesh,Office Supplies,Labels,1385.94,247.77,1
ORD11348,2023-05-04,CUST1140,Krishna Das,West,Goa,Office Supplies,Envelopes,1102.61,-186.46,1
